,OldIndex,IssueDate,PermitNo.,Ward,Parcel,Address,Owner,Contractor,WorkDescription,Cost,SNPNeighborhood(partial),TypeofWork(partial),TypeofStructure(partial)
426,33862,3/1/2018,18-B-00294,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,TURNER CONSTRUCTION COMPANY,INTERIOR FITOUT TO 17250 SQ FT ON 41ST FLOOR OF 46 STORY STRUCTURE,711000.0,,,
427,33914,3/1/2018,18-OCC-00050,3,0002G00092000000,"1339 OUR WAY, PITTSBURGH, PA 15219","NRG ENERGY CENTER PITTSBURGH, LLC",MASCARO CONSTRUCTION COMPANY LP,"TEMPORARY OCCUPANCY (EXPIRES JULY 29, 2018) REFERENCE TO 17-B-5173",0.0,,,
428,33921,3/1/2018,18-S-00155,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,PREFERRED FIRE PROTECTION INC,RELOCATE SPRINKLER HEADS FOR MODIFIED WALL/CEILING LAYOUT ON 41ST FLOOR (RELATED TO 18-B-00294),28521.0,,,
429,33980,3/1/2018,18-E-00270,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,PRECISION ELECTRICAL,ELECTRICAL ALTERATIONS/NEW LIGHTING RELATED 18-B-00294/ENERGY INSP REQUIRED-COMCHECK 2009 IECC,195000.0,,,
430,34072,3/1/2018,18-B-00318,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,P.J. DICK INCORPORATED,INERIOR RENOVATIONS TO REMOVE SPIRAL STAIRCASE BETWEEN 40TH & 41ST FLOORS AND INFILL ON 41ST FLOOR,36650.0,,,
431,34096,3/1/2018,18-S-00079,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,PREFERRED FIRE PROTECTION INC,ADD/RELOCATE SPRINKLER HEADS,3040.0,,,
432,34118,3/1/2018,18-S-00133,3,0002G00092000000,"1339 OUR WAY, PITTSBURGH, PA 15219",URBAN REDEVELOPMENT AUTH OF PITTSBURGH,JOHNSON CONTROLS FIRE PROTECTION LP,AMENDING PERMIT 17-S-00546 FOR NEW FDC LOCATION INSTALL (2) PRE-ACTION SYSTEMS & (1) ANTIFREEZE SYSTEM ASSOCIATED WITH 17-B-05173,1805.0,,,
433,34119,3/1/2018,18-E-00348,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,LIGHTHOUSE ELECTRIC,ELECTRICAL ALTERATIONS ON LEVEL 2 RELATED TO 17-B-04127,135000.0,,,
436,34142,3/1/2018,17-M-01941,12,0171E00150000000,"815 FREEPORT RD, PITTSBURGH, PA 15215",CITY OF PITTSBURGH,SCALISE INDUSTRIES,HVAC RENOVATIONS IN LINEN STORAGE AREA 1200...RELATED 17-B-05189,18000.0,,,
437,34275,3/1/2018,18-S-00137,3,0009R00194000000,"1435 BEDFORD AVE, PITTSBURGH, PA 15219",ENERGY INNOVATION CENTER LP,PFE FIRE AND SAFETY CORPORATION,(AMENDMENT TO 17-S-00560) KITCHEN FIRE SUPPRESSION SYSTEM RELATED TO 17-M-01750 AND 17-B-04100,800.0,,,
438,34318,3/1/2018,18-SGN-00044,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,CARIK SIGNS LLC,INSTALL (1) INTERNALLY ILLUMINATED BUSINESS ID WALL SIGN (17.16' X 3.66') AT EASTERLY SIDE OF 46 STORY STRUCTURE (OXFORD MARKET BAR OXFORD),0.0,,,
439,34326,3/1/2018,18-E-00318,3,0009R00194000000,"1435 BEDFORD AVE, PITTSBURGH, PA 15219",ENERGY INNOVATION CENTER LP,SARGENT ELECTRIC CO.,ELECTRICAL ALTERATIONS WORK RELATED TO 17-B-04168,750000.0,,,
440,34399,3/1/2018,18-E-00137,12,0171E00150000000,"815 FREEPORT RD, PITTSBURGH, PA 15215",CITY OF PITTSBURGH,MILLER ELECTRIC CONSTRUCTION,RELATED 17-B-05189,18800.0,,,
441,34432,3/1/2018,18-PLC-00018,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,,NEW PLACARD - LEVEL 2 MULTI-PURPOSE ROOM - 151 OCCUPANTS,0.0,,,
442,34512,3/1/2018,17-F-00565,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,M&J ELECTRICAL CONTRACTING INC.,PROVIDE NEW AUDIO/VISUAL DEVICES AND NEW HORN ON 11TH FLOOR RELATED TO 17-B-04839,3000.0,,,
443,34737,4/3/2018,18-B-00071,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR RENOVATIONS TO FLOORS 2, 12, 14, 16, AND 20 IN 34-STORY STRUCTURE",1833000.0,,,
444,34741,4/4/2018,18-S-00182,12,0171E00150000000,"815 FREEPORT RD, PITTSBURGH, PA 15215",CITY OF PITTSBURGH,PREFERRED FIRE PROTECTION INC,RELOCATE SPRINKLER HEADS ON 1ST FLOOR,2900.0,,,
445,34755,4/4/2018,18-B-00605,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,INTERIOR RENOVATIONS TO 906 SQ FT LINEAR ACCELERATOR AND ADJACENT ROO & EQUIPMENT ON 2ND FLOOR IN NORTHWEST WING,430000.0,,,
448,34756,4/4/2018,18-B-00866,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,RADELET MCCARTHY INC.,AMENDING PERMIT 17-B-04127 - INTERIOR RENOVATIONS TO 8500 SQ FT ON LEVEL 2 FOR NEW TREATMENT VAULT AND SUPPORT SPACES IN HOSPITAL,10000.0,,,
451,34757,4/4/2018,18-B-00866,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,AMENDING PERMIT 17-B-04127 - INTERIOR RENOVATIONS TO 8500 SQ FT ON LEVEL 2 FOR NEW TREATMENT VAULT AND SUPPORT SPACES IN HOSPITAL,10000.0,,,
454,34790,4/4/2018,18-E-00527,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,LIGHTHOUSE ELECTRIC CO,ELECTRIC RELATED TO 18-B-00605,180000.0,,,
457,34820,4/5/2018,18-M-00031,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,HRANEC SHEET METAL,"RELATED TO 18-B-00071
INSPECTOR TO VERIFY SMOKE CURTAINS AT ELEVATOR DOORS",180000.0,,,
458,34945,4/10/2018,18-B-00026,2,0010A00077000000,"2323 LIBERTY AVE, PITTSBURGH, PA 15222",IRON WORKERS JOINT APPRENTICESHIP AND JOURNEYMAN <BR>RETRAINING COMMITTEE OF WESTERN PENNSYLVANIA<BR>(TRUSTEE),MASCARO CONSTRUCTION COMPANY LP,"AMENDMENT TO 17-B-01807 (SAME WORK AND OCCUPANCY DESCRIPTION, REVISED SITE PLAN AND ELEVATIONS)",3313301.0,,,
459,34982,4/11/2018,18-S-00076,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,SCALISE INDUSTRIES CORPORATION,RELOCATE FIRE SPRINKLERS RELATED 18-B-00246,20000.0,,,
460,35044,4/12/2018,18-E-00635,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,LIGHTHOUSE ELECTRIC CO,RELATED 18-B-00220,7400.0,,,
463,35119,4/13/2018,18-S-00208,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,PREFERRED FIRE PROTECTION INC,DEMO SPRINKLER LINE FOR STAIRS INFILL,850.0,,,
464,35193,4/17/2018,18-B-00767,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,"MBM CONTRACTING, INC",INTERIOR RENOVATIONS  (210 SF) OF FLOOR INFILL ON  29TH FLOOR OF A  35-STORY STRUCTURE,65000.0,,,
465,35194,4/17/2018,18-B-00702,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,LGA PARTNERS,INTERIOR RENOVATIONS TO FOURTH FLOOR IN 46 STORY STRUCTURE,73000.0,,,
466,35197,4/17/2018,18-B-00702,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,"MBM CONTRACTING, INC",INTERIOR RENOVATIONS TO FOURTH FLOOR IN 46 STORY STRUCTURE,73000.0,,,
467,35254,4/18/2018,18-B-00604,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,MASSARO CORPORATION,INTERIOR RENOVATIONS TO FIRST FLOOR (4500 SF) IN EXISTING HOSPITAL,1172963.0,,,
470,35255,4/18/2018,17-B-04338,2,0002E00053000000,"425 FORBES AVE, PITTSBURGH, PA 15219",400 5TH AVE L P                                                                                                                                                                                                             ,MASCARO CONSTRUCTION COMPANY LP,INTERIOR RENOVATIONS TO FIRST FLOOR/LOBBY IN EXISTING 14 STORY STRUCTURE,128836.0,,,
471,35279,4/19/2018,18-E-00145,21,0022J00125000000,"1720 METROPOLITAN ST, PITTSBURGH, PA 15233",JCM PROPERTIES,CLISTA ELECTRIC INC,ELECTRICAL WORK FOR OFFICE BUILDING,215000.0,,,
472,35385,4/23/2018,18-E-01048,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,,INSTALL FIXTURES ON EXISTING BRANCH CIRCUITS,8000.0,,,
473,35397,4/24/2018,18-B-00709,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,JENDOCO CONSTRUCTION CORPORATION,"INTERIOR RENOVATIONS   12 FLOOR, SUITE #1225  (633 SF)  ONLY AT A 46 STORY  STRUCTURE",28000.0,,,
474,35403,4/24/2018,18-B-00477,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,"MBM CONTRACTING, INC",INTERIOR RENOVATIONS ONLY   2ND FLOOR (250 SF) ABOVE MAIN ENTRANCE LEVEL AT A HOSPITAL,49000.0,,,
477,35481,4/25/2018,18-F-00096,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,LIGHTHOUSE ELECTRIC CO,FIRE ALARM RELATED TO 18-B-00605,3000.0,,,
480,35483,4/25/2018,18-E-00751,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,M & J ELECTRICAL CONTRACTING INC,RELATED TO 18-B-00740,185000.0,,,
481,35512,4/26/2018,18-F-00094,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,WELLINGTON POWER CORP,REPLACE EXISTING FIRE ALARM SYSTEM THROUGHOUT PARKING GARAGE,50000.0,,,
484,35560,4/26/2018,18-S-00232,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,PREFERRED FIRE PROTECTION INC,RELOCATE SPRINKLER HEADS ON 2ND FLOOR (RELATED TO 17-B-04827),1500.0,,,
487,35590,4/27/2018,18-E-00074,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,"MILLER ELECTRIC CONSTRUCTION, INC",RELATED TO 18-B-00071,850000.0,,,
488,35769,5/2/2018,18-F-00060,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,CLISTA ELECTRIC INC,ADD/RELOCATE FIRE ALARM EQUIPMENT RELATED 18-B-00246,7000.0,,,
489,35825,5/3/2018,18-B-00740,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,"MBM CONTRACTING, INC",INTERIOR RENOVATIONS TO 13TH FLOOR IN 35 STORY STRUCTURE,417000.0,,,
490,35857,5/4/2018,18-E-01235,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,TRI-RIVERS ELECTRIC,"ELECTRICAL WORK ON EXISTING BRANCH CIRCUITS (POWER, LIGHTING AND SWITCHING) INCLUDING IN KIND REPLACEMENT OF CIRCUITS RELATED TO 18-B-00709",7500.0,,,
491,35863,5/4/2018,18-M-00619,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,LUGAILA MECHANICAL,"RELOCATE 3 GRD'S
RELATED TO 18-B-00709",600.0,,,
492,35915,5/7/2018,18-E-01253,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,,ELECTRIC FOR SIGN - 18-SGN-00044,75.0,,,
493,35965,5/9/2018,17-F-00365,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,WELLINGTON POWER CORP,REPLACE EXISTING FIRE ALARM SYSTEM,800000.0,,,
496,35994,5/9/2018,18-B-00703,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,LGA PARTNERS,INTERIOR RENOVATIONS TO SEVENTH FLOOR IN 46 STORY STRUCTURE,82000.0,,,
497,35995,5/9/2018,18-B-00703,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,P.J. DICK INCORPORATED,INTERIOR RENOVATIONS TO SEVENTH FLOOR IN 46 STORY STRUCTURE,82000.0,,,
498,35996,5/9/2018,18-B-00705,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,LGA PARTNERS,INTERIOR RENOVATIONS TO TENTH FLOOR IN 46 STORY STRUCTURE,194000.0,,,
499,35997,5/9/2018,18-B-00705,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,P.J. DICK INCORPORATED,INTERIOR RENOVATIONS TO TENTH FLOOR IN 46 STORY STRUCTURE,194000.0,,,
500,36027,5/10/2018,18-S-00163,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,PREFERRED FIRE PROTECTION INC,RELATED TO 18-B-00740,27288.0,,,
501,36083,5/11/2018,17-B-01861,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,MASCARO CONSTRUCTION COMPANY LP,AMENDING PERMIT 16-B-04039 - INTERIOR RENOVATIONS TO 6088 SQ FT OF ENTRANCE LOBBIES AND ELEVATOR LOBBIES RELOCATION OF MAILBOXES FROM CONCOURSE LEVEL TO ELEVATOR LOBBY ON LOWER CONCOURSE LEVEL,550360.0,,,
502,36093,5/11/2018,18-F-00186,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,,REMOVE EXISTING DEVICES IN 7TH FLOOR RESTROOMS AND RE-INSTALL IN NEW CEILING TILE RELATED TO 18-B-00703,3000.0,,,
503,36094,5/11/2018,18-E-01274,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,,WORK ON EXISTING BRANCH CIRCUITS INCLUDING IN KIND REPLACEMENT OF CIRCUITS ON 10TH FLOOR RESTROOMS AND HALLWAY RELATED TO 18-B-00705,30000.0,,,
504,36095,5/11/2018,18-E-01275,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,,WORK ON EXISTING BRANCH CIRCUITS INCLUDING IN KIND REPLACEMENT OF CIRCUITS ON 7TH FLOOR RESTROOMS RELATED TO 18-B-00703,12000.0,,,
505,36103,5/11/2018,18-F-00185,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,,REMOVE EXISTING DEVICES AND RE-INSTALL IN NEW CEILING TILE RELATED TO 18-B-00705,5000.0,,,
506,36141,5/14/2018,18-S-00192,12,0171E00150000000,"815 FREEPORT RD, PITTSBURGH, PA 15215",CITY OF PITTSBURGH,FIRE FIGHTER SALES & SERVICE CO,RELOCATE SPRINKLER HEADS,2420.0,,,
509,36156,5/14/2018,17-B-04101,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,"RYCON CONSTRUCTION, INC",INTERIOR WORK  2nd FLOOR OF THE SOUTH TOWER.,85000.0,,,
512,36158,5/15/2018,18-M-00485,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,RUTHRAUFF SAUER,HVAC TO INSTALL TWO CHILLERS,225000.0,,,
515,36183,5/15/2018,18-M-00655,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,K & I SHEET METAL INC,REPLACE/RELOCATE GRDs ON THE 10TH FLOOR RELATED TO 18-B-00705,1748.0,,,
516,36185,5/15/2018,18-F-00122,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,M & J ELECTRICAL CONTRACTING INC,"RELATED TO 18-B-00740
ADD/RELOCATE DEVICES",22000.0,,,
517,36191,5/15/2018,18-M-00656,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,K & I SHEET METAL INC,REPLACE/RELOCATE GRDs ON THE 7TH FLOOR RELATED TO 18-B-00703,1748.0,,,
518,36220,5/16/2018,18-M-00392,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,SCALISE INDUSTRIES,RELATED TO 18-B-00740,110000.0,,,
519,36228,5/16/2018,18-S-00122,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,JOHNSON CONTROLS FIRE PROTECTION LP,RELOCATION OF EXISTING SPRINKLER HEADS ON 2ND FLOOR RELATED TO 17-B-04101,2000.0,,,
522,36237,5/16/2018,18-B-00883,22,0008J00020000000,"120 Art Rooney AVE, PITTSBURGH, PA ",SPORTS & EXHIBITION AUTH OF PITTSBURGH   <BR>ALLEGHENY COUNTY,MASCARO CONSTRUCTION COMPANY LP,INTERIOR RENOVATIONS. ADDITION ON SOUTHEAST CORNER (APPROXIMATELY 2100 SF).,818627.0,,,
523,36374,5/22/2018,18-M-00261,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,RUTHRAUFF SAUER,HVAC RELATED TO 18-B-00605,34000.0,,,
526,36391,5/22/2018,18-B-01127,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,MASCARO CONSTRUCTION COMPANY LP,INTERIOR RENOVATIONS TO 12411 SQ FT AS OFFICE SPACE ON 36TH FLOOR IN 46 STORY STRUCTURE,675000.0,,,
527,36627,5/31/2018,18-S-00224,16,0030B00200000000,"3400 SOUTH WATER ST, PITTSBURGH, PA 15203",UPMC PRESBYTERIAN,"ABEL FIRE PROTECTION, INC.",RELOCATION OF SPRINKLER HEADS IN LOCKER ROOM (RELATED TO 18-B-01282),2800.0,,,
528,36651,5/31/2018,18-B-01282,16,0030B00200000000,"3400 SOUTH WATER ST, PITTSBURGH, PA 15203",UPMC PRESBYTERIAN,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR RENOVATIONS TO 2230 SQ FT TO LAVATORY, TOILET AND SHOWER AREAS OF LOCKER ROOM FOR UNIV OF PGH SIDE OF ONE STORY STRUCTURE",409830.0,,,
529,36661,5/31/2018,18-F-00169,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,PRECISION ELECTRICAL,INSTALL ADDITIONAL DEVICES,7500.0,,,
530,36666,5/31/2018,18-B-00129,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,P.J. DICK INCORPORATED,ONE-STORY ADDITION ALONG HEMLOCK ST (APPROXIMATELY 613SF),485035.0,,,
533,36690,6/1/2018,18-S-00209,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,PREFERRED FIRE PROTECTION INC,NEW PREACTION SYSTEM/RELOCATE EXISTING SPRINKLERS RELATED 18-B-00866,45976.0,,,
536,36698,6/1/2018,18-M-00458,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,RUTHRAUFF SAUER,REPLACE HEAT PUMP AND ADD ELECTRIC REHEAT COIL WITH DUCTWORK,16000.0,,,
537,36714,6/1/2018,18-S-00289,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,PREFERRED FIRE PROTECTION INC,RELOCATE SPRINKLER HEADS FOR MODIFIED WALL/CEILING LAYOUT RELATED 18-B-00705,8628.0,,,
538,36728,6/1/2018,18-B-00443,21,0022J00125000000,"1720 METROPOLITAN ST, PITTSBURGH, PA 15233",JCM PROPERTIES,GRUNAU COMPANY INC,CONSTRUCTION OF SECOND FLOOR ADDITION OF OFFICE USE AND NEW 46 SPACE ACCESSORY SURFACE PARKING LOT.,4000000.0,,,
540,36730,6/1/2018,18-B-00443,21,0022J00125000000,"1720 METROPOLITAN ST, PITTSBURGH, PA 15233",JCM PROPERTIES,MASCARO CONSTRUCTION COMPANY LP,CONSTRUCTION OF SECOND FLOOR ADDITION OF OFFICE USE AND NEW 46 SPACE ACCESSORY SURFACE PARKING LOT.,4000000.0,,,
542,36743,6/1/2018,18-B-00417,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,MASSARO CORPORATION,FOUNDATION PERMIT ONLY FOR TWO STORIES BELOW GRADE FOR HOSPITAL USE. ADDITION TO EXISTING I2 BUILDING.,5197852.0,,,
545,36744,6/1/2018,18-S-00287,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,PREFERRED FIRE PROTECTION INC,RELOCATE SPRINKLER HEADS FOR MODIFIED WALL/CEILING LAYOUT RELATED 18-B-00703,2616.0,,,
546,36752,6/4/2018,18-B-01166,16,0030B00200000000,"3200 SOUTH WATER ST, PITTSBURGH, PA 15210",UPMC PRESBYTERIAN,WHITING-TURNER CONTRACTING CO,INTERIOR RENOVATIONS TO 5000 SQ FT ON 1ST AND 2ND FLOORS OF 2 STORY STRUCTURE,1349118.0,,,
547,36803,6/4/2018,18-B-01166,16,0030B00200000000,"3200 SOUTH WATER ST, PITTSBURGH, PA 15210",UPMC PRESBYTERIAN,WHITING-TURNER CONTRACTING CO                                    ,INTERIOR RENOVATIONS TO 5000 SQ FT ON 1ST AND 2ND FLOORS OF 2 STORY STRUCTURE,1349118.0,,,
548,36821,6/5/2018,18-E-00996,16,0030B00200000000,"3400 SOUTH WATER ST, PITTSBURGH, PA 15203",UPMC PRESBYTERIAN,CLISTA ELECTRIC INC,RELATED TO 18-B-01282,127000.0,,,
549,36865,6/6/2018,18-B-01479,1,0002J00104000000,"301 GRANT ST, PITTSBURGH 15219",PITTSBURGH CBD LLC,"MBM CONTRACTING, INC",TENANT FITOUT OF 397 SQ FT FOR JUICE KIOSK ON 2ND FLOOR OF 46 STORY STRUCTURE,48000.0,,,
550,36921,6/7/2018,18-E-01546,12,0171E00150000000,"815 FREEPORT RD, PITTSBURGH, PA 15215",CITY OF PITTSBURGH,KEYSTONE ELECTRICAL,INSTALL FIXTURES & OUTLETS ON EXISTING BRANCH CIRCUITS,4900.0,,,
553,36922,6/7/2018,18-M-00581,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,LUGAILA MECHANICAL,HVAC ALTERATIONS ON 36TH FLOOR (RELATED TO 18-B-01127),36500.0,,,
554,36925,6/7/2018,18-F-00234,12,0171E00150000000,"815 FREEPORT RD, PITTSBURGH, PA 15215",CITY OF PITTSBURGH,KEYSTONE ELECTRICAL,RELOCATE EXISTING DEVICES,300.0,,,
557,36926,6/7/2018,18-E-01544,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,PRECISION ELECTRICAL,FIXTURES AND OUTLETS RELATED TO 17-B-04101,12000.0,,,
560,36936,6/8/2018,18-M-00763,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,MCKAMISH,"REPLACEMENT AND/OR RELOCATION OF GRILLS, REGISTERS, AND DIFFUSERS ON FIRST FLOOR IN EMERGENCY DEPARTMENT",1891.0,,,
561,36952,6/8/2018,18-M-00608,22,0023M00012000000,"320 NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,MCKAMISH,INSTALL (2) VAV BOXES AND DUCTWORK ON LEVEL 2 (RELATED TO 18-B-00477),14889.0,,,
564,36998,6/11/2018,18-E-00616,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,FERRY ELECTRIC CO,RELATED TO  17-B-04714,11000.0,,,
565,37160,6/14/2018,18-S-00245,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,PREFERRED FIRE PROTECTION INC,SPRINKLER WORK AT ELECTRICAL SWITCHGEAR ROOM,17886.0,,,
567,37165,6/14/2018,18-S-00231,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,PREFERRED FIRE PROTECTION INC,RELOCATE SPRINKLER HEADS ON 36TH FLOOR (RELATED TO 18-B-01127),29684.0,,,
568,37195,6/15/2018,18-S-00318,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,PREFERRED FIRE PROTECTION INC,RELOCATE ~30 CONCEALED SPRINKLER HEADS ON 10TH FLOOR (RELATED TO 18-B-00705),3750.0,,,
569,37196,6/15/2018,18-S-00316,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,PREFERRED FIRE PROTECTION INC,RELOCATE SPRINKLER HEADS ON 2ND FLOOR (RELATED TO 18-B-00477),3495.0,,,
572,37197,6/15/2018,18-S-00317,1,0002J00104000000,"301 GRANT ST, PITTSBURGH, PA 15219",PITTSBURGH CBD LLC,PREFERRED FIRE PROTECTION INC,RELOCATE SPRINKLER HEADS ON 7TH FLOOR (RELATED TO 18-B-00703),950.0,,,
573,37198,6/15/2018,18-E-01004,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,PRECISION ELECTRICAL,ELECTRICAL ALTERATIONS/NEW EQUIPMENT/OUTLETS AND LIGHTING LEVEL 01 RELATED TO 18-B-00604/ENERGY INSP COMCHECK-2009 IECC,228000.0,,,
